sim_id	query_hash	first_result
Vir_N3_64_Ont_Opt_AWS2	1104823112	http://purl.obolibrary.org/obo/ERO_0000229,
Vir_N1_64_Ont_Opt_VWall	1104823112	http://purl.obolibrary.org/obo/ERO_0000229,
Vir_N1_32_Ont_Opt_VWall	1107922858	http://purl.obolibrary.org/obo/ERO_0000229,
Vir_N1_64_Ont_Opt_VWall	1107922858	http://purl.obolibrary.org/obo/ERO_0000229,
Vir_N1_32_Ont_Opt_VWall	1108999550	AGONIST,
Vir_N1_64_Ont_Opt_VWall	1108999550	AGONIST,
Vir_N1_64_Ont_Opt_VWall	1109473482	http://purl.obolibrary.org/obo/ERO_0000229,
Vir_N3_64_Ont_Opt_AWS3	1109473482	http://purl.obolibrary.org/obo/ERO_0000229,
Vir_N1_32_Ont_Opt_VWall	1109473482	http://purl.obolibrary.org/obo/ERO_0000229,
Vir_N1_64_Ont_Opt_VWall	1115516582	50^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1115516582	50^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1116383235	868^^http://www.w3.org/2001/XMLSchema#integer,http://rdf.ebi.ac.uk/resource/chembl/protclass/CHEMBL_PC_0,Protein class,
Vir_N1_64_Ont_Opt_VWall	1116383235	868^^http://www.w3.org/2001/XMLSchema#integer,http://rdf.ebi.ac.uk/resource/chembl/protclass/CHEMBL_PC_0,Protein class,
Vir_N1_64_Ont_Opt_VWall	1117868275	0^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N3_64_Ont_Opt_AWS2	1117868275	0^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1117868275	0^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	1124410133	http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule,
Vir_N3_64_Ont_Opt_AWS3	1124410133	http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule,
Vir_N1_32_Ont_Opt_VWall	1124410133	http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule,
Vir_N3_64_Ont_Opt_AWS3	1126423358	0^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	1126423358	0^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1126423358	0^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	1128318710	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1200418,
Vir_N1_32_Ont_Opt_VWall	1128318710	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1200418,
Vir_N1_32_Ont_Opt_VWall	1131307334	0^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	1131307334	0^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1131419851	http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule,
Vir_N1_64_Ont_Opt_VWall	1131419851	http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule,
Vir_N3_64_Ont_Opt_AWS3	1133113867	1^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	1133113867	1^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1133113867	1^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	1134466167	http://purl.obolibrary.org/obo/ERO_0000230,
Vir_N1_32_Ont_Opt_VWall	1134466167	http://purl.obolibrary.org/obo/ERO_0000230,
Vir_N1_64_Ont_Opt_VWall	1135232772	0^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1135232772	0^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	1136484617	0^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1136484617	0^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N3_64_Ont_Opt_AWS3	1140294166	2^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	1140294166	2^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1140294166	2^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1145396119	C08CA - Dihydropyridine Derivatives,
Vir_N3_64_Ont_Opt_AWS3	1145396119	C08CA - Dihydropyridine Derivatives,
Vir_N1_64_Ont_Opt_VWall	1145396119	C08CA - Dihydropyridine Derivatives,
Vir_N1_32_Ont_Opt_VWall	1148964929	http://purl.obolibrary.org/obo/ERO_0000229,
Vir_N1_64_Ont_Opt_VWall	1148964929	http://purl.obolibrary.org/obo/ERO_0000229,
Vir_N1_32_Ont_Opt_VWall	1149784959	2^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	1149784959	2^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N3_64_Ont_Opt_AWS2	1150450560	http://purl.obolibrary.org/obo/ERO_0000229,
Vir_N1_32_Ont_Opt_VWall	1150450560	http://purl.obolibrary.org/obo/ERO_0000229,
Vir_N3_64_Ont_Opt_AWS1	1150450560	http://purl.obolibrary.org/obo/ERO_0000229,
Vir_N1_64_Ont_Opt_VWall	1150450560	http://purl.obolibrary.org/obo/ERO_0000229,
Vir_N3_64_Ont_Opt_AWS2	115367235	156^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	115367235	156^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	115367235	156^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1157184483	http://purl.obolibrary.org/obo/ERO_0000229,
Vir_N1_64_Ont_Opt_VWall	1157184483	http://purl.obolibrary.org/obo/ERO_0000229,
Vir_N1_32_Ont_Opt_VWall	1157244846	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1722738,
Vir_N1_64_Ont_Opt_VWall	1157244846	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1722738,
Vir_N3_64_Ont_Opt_AWS1	1157244846	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1722738,
Vir_N1_64_Ont_Opt_VWall	1158931497	1455^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1158931497	1455^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N3_64_Ont_Opt_AWS2	1158931497	1455^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	1162355619	4^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1162355619	4^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1165938885	http://purl.obolibrary.org/obo/ERO_0000230,
Vir_N1_64_Ont_Opt_VWall	1165938885	http://purl.obolibrary.org/obo/ERO_0000230,
Vir_N1_32_Ont_Opt_VWall	1168181558	0^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	1168181558	0^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1168959241	0^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	1168959241	0^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1169051367	0^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	1169051367	0^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N3_64_Ont_Opt_AWS3	1173197336	1^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1173197336	1^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	1173197336	1^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	117538322	http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule,
Vir_N1_64_Ont_Opt_VWall	117538322	http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule,
Vir_N1_32_Ont_Opt_VWall	1176527021	1491^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	1176527021	1491^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N3_64_Ont_Opt_AWS2	1176534968	0^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1176534968	0^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N3_64_Ont_Opt_AWS3	1176534968	0^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	1176534968	0^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	1178885181	84^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1178885181	84^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N3_64_Ont_Opt_AWS3	1178885181	84^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N3_64_Ont_Opt_AWS1	1178885181	84^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	1179697624	L01XE - Protein Kinase Inhibitors,
Vir_N1_32_Ont_Opt_VWall	1179697624	L01XE - Protein Kinase Inhibitors,
Vir_N1_64_Ont_Opt_VWall	1179985696	http://purl.obolibrary.org/obo/ERO_0000229,
Vir_N1_32_Ont_Opt_VWall	1179985696	http://purl.obolibrary.org/obo/ERO_0000229,
Vir_N1_64_Ont_Opt_VWall	1181067781	12^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1181067781	12^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N3_64_Ont_Opt_AWS1	1181067781	12^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	1181593615	14^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1181593615	14^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	1183651373	84^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1183651373	84^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N3_64_Ont_Opt_AWS3	1183676243	14198829^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N3_64_Ont_Opt_AWS1	1183676243	14198829^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1183676243	14198829^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	1183676243	14198829^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	1186321073	http://purl.org/spar/biro/BibliographicRecord,
Vir_N1_32_Ont_Opt_VWall	1186321073	http://purl.org/spar/biro/BibliographicRecord,
Vir_N1_64_Ont_Opt_VWall	1186959200	http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule,
Vir_N1_32_Ont_Opt_VWall	1186959200	http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule,
Vir_N1_64_Ont_Opt_VWall	1188847842	1455^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1188847842	1455^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	1194762291	http://purl.obolibrary.org/obo/ERO_0000230,
Vir_N3_64_Ont_Opt_AWS2	1194762291	http://purl.obolibrary.org/obo/ERO_0000230,
Vir_N1_32_Ont_Opt_VWall	1194762291	http://purl.obolibrary.org/obo/ERO_0000230,
Vir_N3_64_Ont_Opt_AWS2	1199946603	0^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1199946603	0^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	1199946603	0^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N3_64_Ont_Opt_AWS3	1201190127	2^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1201190127	2^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	1201190127	2^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	120168695	0^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	120168695	0^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	1202644789	0^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1202644789	0^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	1205176585	http://ns.ontoforce.com/ontologies/gene/classes/GeneNcbi,
Vir_N1_32_Ont_Opt_VWall	1205176585	http://ns.ontoforce.com/ontologies/gene/classes/GeneNcbi,
Vir_N1_64_Ont_Opt_VWall	1205668134	http://purl.obolibrary.org/obo/ERO_0000229,
Vir_N1_32_Ont_Opt_VWall	1205668134	http://purl.obolibrary.org/obo/ERO_0000229,
Vir_N1_32_Ont_Opt_VWall	1210298208	http://purl.obolibrary.org/obo/ERO_0000230,
Vir_N1_64_Ont_Opt_VWall	1210298208	http://purl.obolibrary.org/obo/ERO_0000230,
Vir_N3_64_Ont_Opt_AWS2	1210703527	133145^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	1210703527	133145^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1210703527	133145^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	1215877411	http://purl.obolibrary.org/obo/ERO_0000230,
Vir_N1_32_Ont_Opt_VWall	1215877411	http://purl.obolibrary.org/obo/ERO_0000230,
Vir_N1_32_Ont_Opt_VWall	1221282497	http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule,
Vir_N1_64_Ont_Opt_VWall	1221282497	http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule,
Vir_N1_32_Ont_Opt_VWall	1223163537	497^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	1223163537	497^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N3_64_Ont_Opt_AWS3	1223163537	497^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N3_64_Ont_Opt_AWS2	122425512	156^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	122425512	156^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	122425512	156^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1224310360	http://purl.obolibrary.org/obo/ERO_0000230,
Vir_N3_64_Ont_Opt_AWS2	1224310360	http://purl.obolibrary.org/obo/ERO_0000230,
Vir_N1_64_Ont_Opt_VWall	1224310360	http://purl.obolibrary.org/obo/ERO_0000230,
Vir_N1_64_Ont_Opt_VWall	122545429	12692203^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	122545429	12692203^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	1237991684	2^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1237991684	2^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N3_64_Ont_Opt_AWS2	1237991684	2^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1240173340	0^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	1240173340	0^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1243022336	http://purl.obolibrary.org/obo/ERO_0000230,
Vir_N1_64_Ont_Opt_VWall	1243022336	http://purl.obolibrary.org/obo/ERO_0000230,
Vir_N1_64_Ont_Opt_VWall	1243142820	1471^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1243142820	1471^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1244067204	1579^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N3_64_Ont_Opt_AWS2	1244067204	1579^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	1244067204	1579^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_64_Ont_Opt_VWall	1244995325	0^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1244995325	0^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1248419950	http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule,
Vir_N1_64_Ont_Opt_VWall	1248419950	http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule,
Vir_N3_64_Ont_Opt_AWS2	1251374628	0^^http://www.w3.org/2001/XMLSchema#integer,
Vir_N1_32_Ont_Opt_VWall	1251374628	0^^http://www.w3.org/2001/XMLSchema#integer,
